"","Glottocode","Family","InventoryID","Phonemes","Nonlabiodental.phonemes","Fricatives","Nonlabiodental.Fricatives","Labiodentals","Subsistence.AUTOTYP","Subsistence.TOM","Area","Latitude","Longitude","has.labiodentals","Dist"
"1624","nauk1242","Eskimo-Aleut [eski1264]",2291,22,21,6,5,1,"HG","HG","N America",65.5184,-171.755,TRUE,15721.6532397325
"1625","nava1243","Athapaskan-Eyak-Tlingit [atha1245]",66,54,54,10,10,0,"AGR","AGR","N America",36.2106,-110.082,FALSE,20465.944539832
"1626","nezp1238","Sahaptian [saha1239]",81,36,36,5,5,0,"HG","HG","N America",46.3073,-116.408,FALSE,19237.6532023303
"1627","nisg1240","Tsimshian [tsim1258]",1130,42,42,6,6,0,"HG","HG","N America",55.199,-129.192,FALSE,17903.6319517346
"1628","nort1550","Kiowa-Tanoan [kiow1265]",598,38,38,5,5,0,NA,"AGR","N America",36.4277,-105.604,FALSE,20648.3568551364
"1629","nort2938","Haida [haid1248]",67,50,50,8,8,0,"HG","HG","N America",54.004532,-132.079257,FALSE,17870.113767369
"1630","nort2943","Eskimo-Aleut [eski1264]",1077,27,26,9,8,1,NA,"HG","N America",69.582,-143.77,TRUE,16638.3221947819
"1631","nort2952","Maiduan [maid1262]",82,24,24,2,2,0,"HG","HG","N America",40.4102,-120.645,FALSE,19596.562455278
"1632","nort2954","Uto-Aztecan [utoa1244]",966,24,24,2,2,0,"HG","HG","N America",40.0799,-119.536,FALSE,19676.2539212628
"1633","nort2957","Uto-Aztecan [utoa1244]",486,20,20,3,3,0,NA,"AGR","C America",20.1356,-97.9814,FALSE,22591.8370894832
"1634","nort2966","Pomoan [pomo1273]",1135,39,39,3,3,0,"HG","HG","N America",39.1084,-123.209,FALSE,19612.3545916556
"1635","nort2984","Otomanguean [otom1299]",1132,54,54,3,3,0,NA,"AGR","C America",22.0968,-99.6434,FALSE,22321.0940696789
"1636","nucl1649","Tsimshian [tsim1258]",592,41,41,4,4,0,"HG","HG","N America",52.59103,-128.544545,FALSE,18144.4058759736
"1637","nuuc1236","Wakashan [waka1280]",964,47,47,9,9,0,"HG","AGR","N America",NA,NA,FALSE,NA
"1638","olut1240","Mixe-Zoque [mixe1284]",1207,32,31,4,3,1,NA,"AGR","C America",17.8937,-94.8863,TRUE,22956.5148285606
"1639","onei1249","Iroquoian [iroq1247]",77,22,22,2,2,0,"AGR","AGR","N America",43.438742,-75.708106,FALSE,21335.0573767546
"1640","pana1305","Uto-Aztecan [utoa1244]",1133,36,36,2,2,0,"HG","HG","N America",36.0007,-117.901,FALSE,20140.7690101763
"1641","papa1238","Totonacan [toto1251]",84,26,26,4,4,0,"AGR","AGR","C America",20.5671,-97.2554,FALSE,22581.8487456364
"1642","pech1241","Chibchan [chib1249]",512,28,28,3,3,0,NA,"AGR","C America",15.8033,-85.558,FALSE,23593.753687554
"1643","plau1238","Indo-European [indo1319]",2224,55,53,NA,NA,2,NA,"AGR","N America",49.578028,-109.353868,TRUE,19274.3891967476
"1644","popt1235","Mayan [maya1287]",378,32,32,6,6,0,NA,"AGR","C America",15.6609,-91.6633,FALSE,23327.1411228673
"1645","pure1242","Tarascan [tara1323]",87,32,31,5,4,1,NA,"AGR","C America",19.2467,-101.631,TRUE,22516.0235223268
"1646","quec1382","Cochimi-Yuman [coch1271]",952,38,37,7,6,1,"HG","HG","N America",32.7859,-114.599,TRUE,20598.3707890502
"1647","quil1240","Chimakuan [chim1311]",525,37,37,8,8,0,"HG","HG","N America",47.9106,-124.603,FALSE,18726.4859404725
"1648","quio1240","Otomanguean [otom1299]",279,41,41,6,6,0,"AGR","AGR","C America",17.5621,-96.602,FALSE,22911.5304129906
"1649","rama1270","Chibchan [chib1249]",987,28,28,3,3,0,NA,"AGR","C America",11.5007,-83.8571,FALSE,24102.7956425499
"1650","sanj1284","Otomanguean [otom1299]",1078,47,46,8,7,1,"AGR","AGR","C America",17.0332,-96.5967,TRUE,22964.6979802431
"1651","sanm1287","Huavean [huav1256]",888,24,24,3,3,0,NA,"AGR","C America",16.2129,-95.0077,FALSE,23119.0692177517
"1652","sanm1295","Otomanguean [otom1299]",100,32,32,7,7,0,"AGR","AGR","C America",17.0777,-97.5432,FALSE,22917.3370095323
"1653","sanm1298","Otomanguean [otom1299]",2216,48,48,NA,NA,0,NA,"AGR","C America",17.2428,-97.9202,FALSE,22883.7424975479
"1654","sayu1241","Mixe-Zoque [mixe1284]",999,25,23,4,2,2,NA,"AGR","C America",17.8606,-94.9531,TRUE,22956.7724639627
"1655","sene1264","Iroquoian [iroq1247]",76,27,27,2,2,0,NA,"AGR","N America",42.56,-77.53,FALSE,21340.3402313925
"1656","seri1257","Seri [seri1257][sei]",1147,25,25,8,8,0,"HG","HG","C America",28.9877,-112.384,FALSE,21069.6808441406
"1657","serr1255","Uto-Aztecan [utoa1244]",1004,42,41,10,9,1,"HG","HG","N America",33.9479,-116.772,TRUE,20390.1908954403
"1658","shas1239","Shastan [shas1238]",544,21,21,3,3,0,"HG","HG","N America",41.7587,-122.738,FALSE,19377.7706521243
"1659","shaw1249","Algic [algi1248]",1012,19,19,2,2,0,"HG","HG","N America",35.354,-96.7635,FALSE,21157.1081755503
"1660","shus1248","Salishan [sali1255]",543,44,44,10,10,0,"HG","HG","N America",50.8734,-119.667,FALSE,18690.158591726
"1661","siks1238","Algic [algi1248]",1103,25,25,3,3,0,"HG","HG","N America",49.0669,-113.109,FALSE,19145.3942618506
"1662","sipa1247","Mayan [maya1287]",1156,32,32,3,3,0,NA,"AGR","C America",15.23054,-91.7041,FALSE,23368.3325357313
"1663","soch1239","Otomanguean [otom1299]",1108,39,39,8,8,0,"AGR","AGR","C America",17.7985,-96.6079,FALSE,22887.6187526482
"1664","sout2961","Kiowa-Tanoan [kiow1265]",92,41,41,5,5,0,NA,"AGR","N America",34.7873,-106.661,FALSE,20757.5575302569
"1665","sout2982","Pomoan [pomo1273]",89,38,37,6,5,1,"HG","HG","N America",38.9354,-122.599,TRUE,19654.8596184325
"1666","sout2985","Miwok-Costanoan [miwo1274]",547,21,21,3,3,0,"HG","HG","N America",38.2363,-120.507,FALSE,19811.5985580287
"1667","spok1245","Salishan [sali1255]",1016,43,43,11,11,0,"HG","HG","N America",47.9087,-118.062,FALSE,19019.9015095112
"1668","squa1248","Salishan [sali1255]",68,37,37,6,6,0,"HG","HG","N America",49.3231,-123.014,FALSE,18671.9711268529
"1669","stra1244","Salishan [sali1255]",996,40,40,8,8,0,"HG","HG","N America",48.51614,-123.757114,FALSE,18709.9063343177
"1670","taba1266","Mayan [maya1287]",85,37,36,4,3,1,NA,"AGR","C America",18.1713,-92.7367,TRUE,23027.1552709196
"1671","tana1290","Athapaskan-Eyak-Tlingit [atha1245]",1168,54,54,10,10,0,"HG","HG","N America",63.4046,-143.338,FALSE,16725.750330253
"1672","tewa1260","Kiowa-Tanoan [kiow1265]",93,57,57,9,9,0,NA,"AGR","N America",35.9053,-106.124,FALSE,20674.596138207
"1673","texi1237","Mixe-Zoque [mixe1284]",1136,29,29,3,3,0,NA,"AGR","C America",17.8926,-94.8076,FALSE,22960.2171926728
"1674","tilq1235","Otomanguean [otom1299]",1056,30,29,6,5,1,NA,"AGR","C America",16.8529,-96.6321,TRUE,22981.1431263287
"1675","tlac1235","Totonacan [toto1251]",1158,34,34,4,4,0,NA,"AGR","C America",20.704,-98.1947,FALSE,22525.4932930615
"1676","tlin1245","Athapaskan-Eyak-Tlingit [atha1245]",579,48,48,12,12,0,"HG","HG","N America",59.4447,-135.29,FALSE,17317.3884319098
"1677","toho1245","Uto-Aztecan [utoa1244]",96,29,29,3,3,0,NA,"AGR","N America",31.7973,-111.995,FALSE,20809.4371321686
"1678","toll1241","Jicaquean [jica1245]",382,28,28,3,3,0,NA,"AGR","C America",14.6686,-87.0372,FALSE,23639.0204803739
"1679","tolo1259","Athapaskan-Eyak-Tlingit [atha1245]",1069,31,31,7,7,0,NA,"HG","N America",41.9192,-124.1,FALSE,19304.2532064627
"1680","tonk1249","Tonkawa [tonk1249][tqw]",590,25,25,4,4,0,"HG","HG","N America",30.25,-96.75,FALSE,21650.466257017
"1681","toto1305","Mixe-Zoque [mixe1284]",472,23,22,4,3,1,NA,"AGR","C America",17.2157,-96.0179,TRUE,22972.7321503009
"1682","tuni1252","Tunica [tuni1252][tun]",80,25,24,4,3,1,"AGR","AGR","N America",30.9888,-92.5403,TRUE,21772.5675794254
"1683","tzel1254","Mayan [maya1287]",86,30,29,4,3,1,NA,"AGR","C America",16.6384,-92.2786,TRUE,23201.2056072161
"1684","tzot1259","Mayan [maya1287]",1079,26,26,4,4,0,NA,"AGR","C America",16.6362,-92.7388,FALSE,23180.3449259444
"1685","tzut1248","Mayan [maya1287]",1223,35,35,3,3,0,"AGR","AGR","C America",14.6351,-91.2012,FALSE,23450.9866737345
"1686","ulwa1239","Misumalpan [misu1242]",1019,28,28,2,2,0,NA,"AGR","C America",12.932292,-83.581467,FALSE,23972.0374551813
"1687","unam1242","Algic [algi1248]",73,39,39,5,5,0,NA,"HG","N America",35.0264,-98.3201,FALSE,21116.730495292
"1688","uppe1439","Salishan [sali1255]",283,34,34,7,7,0,"HG","HG","N America",46.7981,-123.169,FALSE,18890.1612839485
"1689","utes1238","Uto-Aztecan [utoa1244]",1084,37,36,6,5,1,"HG","HG","N America",40.0965,-110.305,TRUE,20086.5288791774
"1690","wapp1239","Yuki-Wappo [yuki1242]",607,35,34,4,3,1,"HG","HG","N America",38.25,-122.5,TRUE,19725.5992819049
"1691","wash1253","Washo [wash1253][was]",1030,32,32,3,3,0,"HG","HG","N America",38.8184,-119.64,FALSE,19792.7020771207
"1692","west2632","Keresan [kere1287]",413,51,51,7,7,0,"AGR","AGR","N America",34.9733,-107.517,FALSE,20700.8187351297
"1693","west2644","Otomanguean [otom1299]",294,25,25,3,3,0,NA,"AGR","C America",16.2495,-97.3244,FALSE,23010.2358030556
"1694","wich1260","Caddoan [cadd1255]",74,29,29,4,4,0,"AGR","AGR","N America",35.0665,-98.1831,FALSE,21119.2016612517
"1695","wiyo1248","Algic [algi1248]",614,29,29,3,3,0,"HG","HG","N America",39.2492,-122.952,FALSE,19609.5451376001
"1696","wyan1247","Iroquoian [iroq1247]",885,17,17,4,4,0,NA,"AGR","N America",44.33,-77.5,FALSE,21174.8051770208
"1697","yana1271","Yana [yana1271][ynn]",635,30,30,3,3,0,"HG","HG","N America",39.2769,-121.608,FALSE,19663.9460505661
"1698","yaqu1251","Uto-Aztecan [utoa1244]",629,22,21,3,2,1,NA,"AGR","N America",29.9446,-110.681,TRUE,21049.63164814
"1699","yuca1254","Mayan [maya1287]",640,30,30,3,3,0,NA,"AGR","C America",18.7757,-88.9567,FALSE,23140.6964848611
"1700","yuch1247","Yuchi [yuch1247][yuc]",1074,49,47,9,7,2,NA,"AGR","N America",35.96146,-95.03933,TRUE,21178.5416454285
"1701","yuki1243","Yuki-Wappo [yuki1242]",1023,30,30,4,4,0,"HG","HG","N America",39.8389,-123.296,FALSE,19537.9930749725
"1702","yuro1248","Algic [algi1248]",1025,35,35,6,6,0,"HG","HG","N America",41.3262,-123.824,FALSE,19372.6353731856
"1703","zoog1238","Otomanguean [otom1299]",1059,65,64,9,8,1,"AGR","AGR","C America",17.2016,-96.3433,TRUE,22959.3513116447
"1704","zuni1245","Zuni [zuni1245][zun]",91,54,54,7,7,0,"AGR","AGR","N America",35.0056,-108.782,FALSE,20640.5179147414
"1705","abip1241","Guaicuruan [guai1249]",1914,23,23,3,3,0,"HG","HG","S America",-29,-61,FALSE,29206.6177009498
"1706","abis1238","Aewa [abis1238][ash]",1923,27,27,3,3,0,NA,"HG","S America",-0.69386,-75.2183,FALSE,25736.7251495561
"1707","acha1250","Arawakan [araw1281]",1803,29,29,4,4,0,NA,"AGR","S America",4.38649,-72.2005,FALSE,25474.9209716807
"1708","ache1246","Tupian [tupi1275]",2068,34,33,3,2,1,"HG","HG","S America",-25.5865,-56.4697,TRUE,29108.5499511305
"1709","achu1248","Jivaroan [jiva1245]",1946,27,27,3,3,0,NA,"AGR","S America",-2.82646,-77.2641,FALSE,25934.0686773341
"1710","agua1253","Jivaroan [jiva1245]",1947,20,20,3,3,0,NA,"AGR","S America",-5.30044,-77.9218,FALSE,26206.9048614578
"1711","aika1237","Aikanã [aika1237][tba]",2118,25,25,1,1,0,"AGR","HG","S America",-12.6695,-60.5353,FALSE,27712.7843607964
"1712","ajyi1238","Arawakan [araw1281]",1807,26,25,NA,NA,1,NA,"AGR","S America",-9.82364,-74.61947,TRUE,26736.5047978002
"1713","akaw1239","Cariban [cari1283]",1873,21,21,1,1,0,"AGR","HG","S America",6.16277,-60.862,FALSE,26629.1055073134
"1714","akun1241","Tupian [tupi1275]",2069,22,22,0,0,0,NA,"AGR","S America",-12.8322,-60.9716,FALSE,27695.7632165289
"1715","akur1238","Cariban [cari1283]",1862,24,24,0,0,0,NA,"HG","S America",3.19607,-55.6294,FALSE,27256.8823661273
"1716","amah1246","Pano-Tacanan [pano1259]",120,22,22,4,4,0,NA,"AGR","S America",-10.2012,-72.3208,FALSE,26835.9160244683
"1717","amar1274","Harakmbut [hara1260]",1920,33,33,2,2,0,"AGR","HG","S America",-12.4931,-70.5533,FALSE,27137.3065828028
"1718","amun1246","Tupian [tupi1275]",2070,26,26,2,2,0,NA,"AGR","S America",-9.04023,-62.3064,FALSE,27284.6704319557
"1719","ando1255","Zaparoan [zapa1251]",2138,25,25,3,3,0,NA,"HG","S America",-3.29664,-76.6056,FALSE,25991.0281417924
"1720","ando1256","Andoque [ando1256][ano]",1922,35,35,3,3,0,"AGR","HG","S America",-0.53751,-72.0869,FALSE,25870.7972836276
"1721","apal1257","Cariban [cari1283]",1863,24,24,3,3,0,NA,"AGR","S America",1.49792,-54.7457,FALSE,27398.5824200305
"1722","apia1248","Tupian [tupi1275]",2071,22,22,2,2,0,NA,"AGR","S America",-7.84711,-57.91,FALSE,27554.3798124543
"1723","apin1244","Nuclear-Macro-Je [nucl1710]",122,49,48,4,3,1,"AGR","AGR","S America",-6.10774,-47.6315,TRUE,28434.7923010929
"1724","apur1254","Arawakan [araw1281]",1092,40,40,3,3,0,NA,"AGR","S America",-8.21692,-66.7714,FALSE,26904.5577196309
"1725","arab1268","Zaparoan [zapa1251]",2139,29,29,5,5,0,"AGR","HG","S America",-1.96126,-75.0612,FALSE,25876.3679554946
"1726","arao1248","Pano-Tacanan [pano1259]",2044,23,23,4,4,0,"HG","HG","S America",-12.4242,-67.7293,FALSE,27251.7993283349
"1727","araw1273","Tupian [tupi1275]",2072,21,21,1,1,0,NA,"AGR","S America",-4.90246,-52.5001,FALSE,27890.2160277251
"1728","araw1276","Arawakan [araw1281]",1805,21,21,3,3,0,NA,"AGR","S America",5.64295,-56.9243,FALSE,27068.8708956366
"1729","arhu1242","Chibchan [chib1249]",1096,32,32,4,4,0,NA,"AGR","S America",10.7018,-73.6363,FALSE,25311.9090207139
"1730","arik1265","Nuclear-Macro-Je [nucl1710]",1954,25,25,1,1,0,NA,"HG","S America",-12.4878,-62.7261,FALSE,27547.0806480091
"1731","asha1243","Arawakan [araw1281]",110,21,21,4,4,0,NA,"AGR","S America",-11.9311,-73.9073,FALSE,26979.9396792971
"1732","ashe1272","Arawakan [araw1281]",1808,28,28,NA,NA,0,NA,"AGR","S America",-10.9777,-74.9153,FALSE,26857.258140947
"1733","avac1239","Tupian [tupi1275]",2075,24,24,1,1,0,NA,"AGR","S America",-13.6081,-48.1336,FALSE,28793.7548129782
"1734","awac1239","Barbacoan [barb1265]",1120,21,21,5,5,0,NA,"AGR","S America",1.21652,-78.3401,FALSE,25489.6111250354
"1735","awet1244","Tupian [tupi1275]",2076,26,26,2,2,0,NA,"AGR","S America",-12.9336,-53.5852,FALSE,28275.52722128
"1736","ayac1239","Quechuan [quec1387]",2032,17,17,2,2,0,NA,"AGR","S America",-13.84714,-74.32246,FALSE,27180.8174578883
"1737","ayor1240","Zamucoan [zamu1243]",2137,30,30,2,2,0,"AGR","HG","S America",-19.220055,-60.217495,FALSE,28309.0557040633
"1738","baka1277","Cariban [cari1283]",1865,30,30,4,4,0,NA,"AGR","S America",-14.2628,-54.7034,FALSE,28280.3006244277
"1739","bani1255","Arawakan [araw1281]",1075,37,37,5,5,0,NA,"AGR","S America",2.17859,-67.7704,FALSE,26022.9306143985
"1740","bara1380","Tucanoan [tuca1253]",2050,17,17,1,1,0,"AGR","AGR","S America",0.02193,-70.808,FALSE,25909.1870382231
"1741","bare1276","Arawakan [araw1281]",1813,23,23,NA,NA,0,NA,"AGR","S America",1.91649,-66.828,FALSE,26128.6058971344
"1742","bari1297","Chibchan [chib1249]",1892,22,22,2,2,0,NA,"AGR","S America",9.08497,-72.9353,FALSE,25304.5411345019
"1743","baur1253","Arawakan [araw1281]",1843,18,17,4,3,1,NA,"AGR","S America",-13.1278,-64.1838,TRUE,27513.0506930388
"1744","berb1259","Indo-European [indo1319]",1189,26,24,8,6,2,NA,"AGR","S America",5.3829,-58.0002,TRUE,26954.4245571608
"1745","bora1263","Boran [bora1262]",1857,41,41,4,4,0,"AGR","HG","S America",-2.91467,-68.9093,FALSE,26293.3717167713
"1746","bord1248","Chibchan [chib1249]",1897,24,24,1,1,0,NA,"AGR","S America",7.92993,-77.1664,FALSE,24821.5064781876
"1747","boro1282","Bororoan [boro1281]",1955,22,22,0,0,0,"HG","HG","S America",-16.6029,-55.2004,FALSE,28422.1117234075
"1748","cabi1241","Arawakan [araw1281]",1814,17,17,1,1,0,NA,"AGR","S America",0.16101,-71.0622,FALSE,25878.9616346672
"1749","cacu1241","Kakua-Nukak [kaku1242]",1950,26,25,2,1,1,"HG","HG","S America",0.88778,-69.5659,TRUE,25940.9888996176
"1750","caja1238","Quechuan [quec1387]",2022,22,22,5,5,0,"AGR","AGR","S America",-7.09314,-78.3214,FALSE,26406.4140262531
"1751","cams1241","Camsá [cams1241][kbh]",1924,27,27,4,4,0,NA,"AGR","S America",1.14537,-76.8931,FALSE,25499.257029217
"1752","cand1248","Candoshi-Shapra [cand1248][cbu]",1925,27,27,4,4,0,"AGR","HG","S America",-4.23835,-76.9347,FALSE,26091.8903946531
"1753","cane1242","Nuclear-Macro-Je [nucl1710]",1956,29,29,1,1,0,"AGR","AGR","S America",-6.10712,-45.1299,FALSE,28688.832291778
"1754","capa1241","Pano-Tacanan [pano1259]",2000,24,24,5,5,0,NA,"AGR","S America",-6.63254,-74.3813,FALSE,26395.842174975
"1755","caqu1242","Arawakan [araw1281]",1815,27,27,NA,NA,0,NA,"AGR","S America",-11.4812,-73.4451,FALSE,26941.5792834308
"1756","cara1272","Tucanoan [tuca1253]",2054,23,23,2,2,0,NA,"AGR","S America",0.06168,-69.6465,FALSE,25995.6491771302
"1757","cari1279","Cariban [cari1283]",1870,21,21,2,2,0,NA,"AGR","S America",1.21894,-72.0664,FALSE,25717.3727468699
"1758","cash1251","Pano-Tacanan [pano1259]",2001,21,21,3,3,0,NA,"AGR","S America",-8.70232,-75.4206,FALSE,26600.2362888397
"1759","cash1254","Pano-Tacanan [pano1259]",2003,23,23,4,4,0,NA,"AGR","S America",-9.72027,-71.1733,FALSE,26826.0820785713
"1760","cavi1250","Pano-Tacanan [pano1259]",854,24,24,3,3,0,"HG","HG","S America",-13.3544,-66.6277,FALSE,27398.3028011522
"1761","cayu1262","Cayubaba [cayu1262][cyb]",1926,33,33,5,5,0,NA,"AGR","S America",-13.2482,-65.4822,FALSE,27449.2744719773
"1762","cent2142","Aymara [ayma1253]",1851,32,32,3,3,0,"AGR","AGR","S America",-17,-68.5,FALSE,27681.7371848613
"1763","cent2150","Chibchan [chib1249]",1899,19,19,3,3,0,NA,"AGR","S America",6.8867,-72.097,FALSE,25386.4942483661
"1764","chac1249","Barbacoan [barb1265]",101,28,28,4,4,0,NA,"AGR","S America",0.71489,-79.0508,FALSE,25555.9509755507
"1765","chac1250","Quechuan [quec1387]",2023,18,18,2,2,0,NA,"AGR","S America",-6.27021,-77.6615,FALSE,26313.9255074415
"1766","chac1251","Pano-Tacanan [pano1259]",121,21,21,6,6,0,NA,"AGR","S America",-12.133,-66.7164,FALSE,27275.2831683445
"1767","cham1315","Zamucoan [zamu1243]",2136,37,37,6,6,0,NA,"HG","S America",-20.5899,-58.2005,FALSE,28554.775882808
"1768","cham1318","Arawakan [araw1281]",855,29,29,5,5,0,NA,"AGR","S America",-5.1149,-75.6778,FALSE,26203.60667809
"1769","chay1248","Cahuapanan [cahu1265]",1861,18,18,4,4,0,"AGR","HG","S America",-5.63764,-76.8252,FALSE,26247.0876398466
"1770","chib1270","Chibchan [chib1249]",1893,22,22,5,5,0,NA,"AGR","S America",6.24999,-74.1666,FALSE,25185.3763830424
"1771","chim1302","Quechuan [quec1387]",1157,36,36,8,8,0,NA,"AGR","S America",-1.36727,-78.8521,FALSE,25779.9319905039
"1772","chim1309","Chibchan [chib1249]",1894,36,36,2,2,0,NA,"AGR","S America",10.1902,-74.2559,FALSE,25223.8373478402
"1773","chip1262","Uru-Chipaya [uruc1242]",2126,51,51,9,9,0,NA,"AGR","S America",-18.73951,-67.89633,FALSE,27884.4046874233
"1774","chiq1248","Chiquitano [chiq1248][cax]",1957,26,26,4,4,0,NA,"AGR","S America",-17.6354,-59.9172,FALSE,28184.2031834383
"1775","chir1286","Tupian [tupi1275]",2142,29,29,0,0,0,NA,"AGR","S America",-25.6521,-55.051,FALSE,29197.4699801317
"1776","chol1284","Hibito-Cholon [hibi1242]",1921,20,20,1,1,0,NA,"AGR","S America",-9.23129,-75.9621,FALSE,26651.1613799643
"1777","coca1259","Tupian [tupi1275]",1909,16,16,1,1,0,NA,"AGR","S America",-4.5,-74,FALSE,26178.7503211526
"1778","cofa1242","Cofán [cofa1242][con]",1895,37,35,4,3,2,"AGR","HG","S America",0.276675,-77.0643,TRUE,25592.8966059176
"1779","cogu1240","Chibchan [chib1249]",1896,36,36,6,6,0,NA,"AGR","S America",10.9485,-73.8043,FALSE,25313.8836037712
"1780","colo1256","Barbacoan [barb1265]",1222,25,25,3,3,0,NA,"AGR","S America",-0.21181,-79.2347,FALSE,25660.4427902579
"1781","coro1247","Quechuan [quec1387]",2021,24,24,3,3,0,NA,"AGR","S America",-8.57647,-77.9864,FALSE,26569.2733198132
"1782","cube1242","Tucanoan [tuca1253]",2051,17,17,2,2,0,NA,"AGR","S America",1.32382,-70.1939,FALSE,25856.5457713387
"1783","cuib1242","Guahibo [guah1252]",1910,25,25,2,2,0,"HG","HG","S America",6.19829,-69.8197,FALSE,25648.101929823
"1784","culi1244","Arawan [araw1282]",1848,21,21,1,1,0,"AGR","HG","S America",-8.55268,-70.6648,FALSE,26727.4795138845
"1785","curr1243","Arawakan [araw1281]",1817,29,29,NA,NA,0,NA,"AGR","S America",0.69618,-67.5028,FALSE,26135.8938720051
"1786","cusc1236","Quechuan [quec1387]",2024,31,31,3,3,0,"AGR","AGR","S America",-14.0853,-71.7663,FALSE,27265.4173375634
"1787","daww1239","Nadahup [nada1235]",1990,39,39,3,3,0,"HG","HG","S America",-0.1177,-67.2934,FALSE,26207.8133073623
"1788","deni1241","Arawan [araw1282]",1845,22,22,2,2,0,"AGR","HG","S America",-6.74962,-67.5029,FALSE,26725.3231400114
"1789","desa1247","Tucanoan [tuca1253]",2052,18,18,2,2,0,NA,"AGR","S America",0.58157,-69.4955,FALSE,25969.080667749
"1790","djeo1235","Nuclear-Macro-Je [nucl1710]",1960,24,24,2,2,0,"HG","HG","S America",-12.038,-64.6694,FALSE,27383.5059362168
"1791","east2555","Tupian [tupi1275]",2077,24,24,3,3,0,NA,"AGR","S America",-21.0909,-61.7179,FALSE,28400.2617250492
"1792","embe1259","Chocoan [choc1280]",1901,33,33,3,3,0,NA,"AGR","S America",5.2824,-76.32548,FALSE,25075.1835423441
"1793","embe1260","Chocoan [choc1280]",1902,31,31,3,3,0,NA,"AGR","S America",7.52721,-76.7476,FALSE,24868.6890684815
"1794","embe1262","Chocoan [choc1280]",1903,28,28,2,2,0,NA,"AGR","S America",4.8791,-76.0749,FALSE,25127.6562475313
"1795","emer1243","Tupian [tupi1275]",2079,30,30,3,3,0,NA,"AGR","S America",3.23694,-52.3699,FALSE,27610.4639145586
"1796","enap1235","Cariban [cari1283]",1880,20,20,1,1,0,NA,"AGR","S America",6.95035,-65.8483,FALSE,26071.7497972589
"1797","enaw1238","Arawakan [araw1281]",1818,25,25,3,3,0,NA,"HG","S America",-12.4302,-58.9802,FALSE,27807.0583680679
"1798","epen1239","Chocoan [choc1280]",1905,38,38,2,2,0,NA,"AGR","S America",4.25877,-77.3566,FALSE,25151.4185261836
"1799","esee1248","Pano-Tacanan [pano1259]",2046,21,21,4,4,0,"HG","HG","S America",-11.7268,-67.515,FALSE,27194.051303791
"1800","fuln1247","Fulniô [fuln1247][fun]",1979,33,33,4,4,0,NA,"AGR","S America",-9.02591,-37.1402,FALSE,29627.2067507503
"1801","gali1262","Cariban [cari1283]",116,28,28,3,3,0,NA,"AGR","S America",5.83772,-56.8323,FALSE,27076.4564901814
"1802","gavi1246","Tupian [tupi1275]",2080,29,29,1,1,0,NA,"AGR","S America",-10.7235,-61.6752,FALSE,27468.987451309
"1803","guah1255","Guahibo [guah1252]",1911,35,35,4,4,0,"HG","HG","S America",5.81736,-68.9839,FALSE,25747.5542989568
"1804","guaj1256","Tupian [tupi1275]",2081,24,24,1,1,0,NA,"HG","S America",-3.93574,-46.3683,FALSE,28472.9885509025
"1805","guam1248","Barbacoan [barb1265]",1855,25,25,4,4,0,NA,"AGR","S America",2.55849,-76.582,FALSE,25350.6379325533
"1806","guan1269","Tucanoan [tuca1253]",1113,24,24,2,2,0,NA,"AGR","S America",1.07554,-69.5705,FALSE,25927.2416122926
"1807","guan1270","Arawakan [araw1281]",1820,23,23,3,3,0,NA,"AGR","S America",-19.1667,-54.0333,FALSE,28712.6329691602
"1808","guar1292","Tupian [tupi1275]",2085,26,26,2,2,0,NA,"AGR","S America",-15.8247,-61.6934,FALSE,27910.9314832503
"1809","guar1293","Arawakan [araw1281]",1834,25,25,2,2,0,NA,"AGR","S America",1.80835,-66.922505,FALSE,26125.1933222997
"1810","guat1253","Guató [guat1253][gta]",1959,25,23,3,1,2,"HG","HG","S America",-17.8696,-57.2897,TRUE,28376.8306160883
"1811","guay1257","Guahibo [guah1252]",1912,22,22,4,4,0,"AGR","HG","S America",2.8969,-71.844,FALSE,25604.0101272948
"1812","hixk1239","Cariban [cari1283]",1871,23,23,4,4,0,NA,"AGR","S America",-0.16265,-58.80153,FALSE,27033.7829879291
"1813","hual1241","Quechuan [quec1387]",2034,22,22,3,3,0,"AGR","AGR","S America",-9.57135,-75.594,FALSE,26693.0673676679
"1814","huam1247","Jivaroan [jiva1245]",1948,23,23,3,3,0,NA,"AGR","S America",-3.99109,-77.9797,FALSE,26062.2821108288
"1815","huam1248","Quechuan [quec1387]",1155,31,30,5,4,1,NA,"AGR","S America",-9.15718,-76.3372,TRUE,26639.2232947171
"1816","huay1240","Quechuan [quec1387]",887,30,29,4,3,1,NA,"AGR","S America",-9.38709,-77.7768,TRUE,26658.6570486706
"1817","hupd1244","Nadahup [nada1235]",1020,29,29,2,2,0,"HG","HG","S America",0.58622,-69.8359,FALSE,25940.5644047605
"1818","igna1246","Arawakan [araw1281]",111,25,24,5,4,1,"AGR","HG","S America",-15.1188,-65.3993,TRUE,27633.1674571589
"1819","ikpe1245","Cariban [cari1283]",1872,18,18,0,0,0,NA,"AGR","S America",-11.37822,-53.49553,FALSE,28176.5046960046
"1820","imba1240","Quechuan [quec1387]",2026,20,20,5,5,0,"AGR","AGR","S America",0.31776,-78.3729,FALSE,25588.8909802464
